text,label,label_id,language_variant,language_id,is_synthetic
टाटा हार्डवेयर बिल नवंबर,capital_goods,0,Hindi (Devanagari),0,True
2 प्रिंटर स्कैनर कॉम्बो,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री गेट मोटर रिपेयर,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर RAM 8GB किंग्स्टन,capital_goods,0,Hindi (Devanagari),0,True
वाटर प्यूरीफायर UV+RO,capital_goods,0,Hindi (Devanagari),0,True
स्टील शेल्फ यूनिट 5 लेयर,capital_goods,0,Hindi (Devanagari),0,True
लैपटॉप बैग सैमसन ब्रांड,capital_goods,0,Hindi (Devanagari),0,True
वायरलेस माउस लॉजिटेक 3 नंबर,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री बेंच वाइस 6 इंच,capital_goods,0,Hindi (Devanagari),0,True
टेलीफोन सिस्टम 4 लाइन,capital_goods,0,Hindi (Devanagari),0,True
कैश काउंटर मशीन रिपेयर,capital_goods,0,Hindi (Devanagari),0,True
स्टील लॉकर 6 डोर,capital_goods,0,Hindi (Devanagari),0,True
बिजली मीटर डिजिटल नया,capital_goods,0,Hindi (Devanagari),0,True
फोटोकॉपी मशीन किराया जनवरी,capital_goods,0,Hindi (Devanagari),0,True
"मशीनरी खरीद - रु. 1,50,000",capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर डेल 5 नंबर,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस टेबल 2 पीस,capital_goods,0,Hindi (Devanagari),0,True
जनरेटर किराया रु. 5000,capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन मरम्मत,capital_goods,0,Hindi (Devanagari),0,True
प्रिंटर कार्ट्रिज 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
एसी 1.5 टन,capital_goods,0,Hindi (Devanagari),0,True
कुर्सी 5 नंबर @ 1200,capital_goods,0,Hindi (Devanagari),0,True
लैपटॉप एचपी रु. 45000,capital_goods,0,Hindi (Devanagari),0,True
स्टील रैक 3 पीस,capital_goods,0,Hindi (Devanagari),0,True
वेल्डिंग मशीन खरीद,capital_goods,0,Hindi (Devanagari),0,True
फाइल कैबिनेट 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
पंखा 3 नंबर @ 1500,capital_goods,0,Hindi (Devanagari),0,True
टाटा जनरेटर सर्विस,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस चेयर 10 पीस,capital_goods,0,Hindi (Devanagari),0,True
प्रिंटर रु. 18000,capital_goods,0,Hindi (Devanagari),0,True
ड्रिल मशीन 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
सीसीटीवी कैमरा 4 नंबर,capital_goods,0,Hindi (Devanagari),0,True
एयर कंप्रेसर खरीद,capital_goods,0,Hindi (Devanagari),0,True
स्टील अलमारी 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर माउस 5 नंबर,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री लाइटिंग,capital_goods,0,Hindi (Devanagari),0,True
टूल बॉक्स 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
स्कैनर रु. 7500,capital_goods,0,Hindi (Devanagari),0,True
टेबल फैन 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
वाटर कूलर 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
स्टील शेल्फ 2 पीस,capital_goods,0,Hindi (Devanagari),0,True
लैपटॉप स्टैंड 3 नंबर,capital_goods,0,Hindi (Devanagari),0,True
प्रोजेक्टर सोनी रु. 35000,capital_goods,0,Hindi (Devanagari),0,True
कुर्सी पैड 10 नंबर,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री वेंटिलेशन,capital_goods,0,Hindi (Devanagari),0,True
स्टील गेट खरीद,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस सोफा 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
प्रिंटर इंक 5 नंबर,capital_goods,0,Hindi (Devanagari),0,True
वाटर प्यूरीफायर 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
टेलीफोन सेट 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर सीपीयू 3 नंबर,capital_goods,0,Hindi (Devanagari),0,True
स्टील बेंच 4 पीस,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री पंखा 6 नंबर,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस कैबिनेट 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
डस्टबिन 5 नंबर,capital_goods,0,Hindi (Devanagari),0,True
स्टील लॉकर 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर मॉनिटर 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
वेल्डिंग रॉड 10 किलो,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस शोरैक 1 नंबर,capital_goods,0,Hindi (Devanagari),0,True
फैक्ट्री बेंच 3 पीस,capital_goods,0,Hindi (Devanagari),0,True
"जेनरेटर रिपेयरिंग ₹15,000",capital_goods,0,Hindi (Devanagari),0,True
5 कंप्यूटर चेयर्स @ ₹1200,capital_goods,0,Hindi (Devanagari),0,True
टाटा स्टील मशीन पार्ट्स,capital_goods,0,Hindi (Devanagari),0,True
"ऑफिस फर्नीचर सेट ₹50,000",capital_goods,0,Hindi (Devanagari),0,True
डेल लैपटॉप 2 नंबर,capital_goods,0,Hindi (Devanagari),0,True
जेनरेटर सर्विसिंग ₹8000,capital_goods,0,Hindi (Devanagari),0,True
कार्यालय टेबल ₹7500,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर टेबल 3 नंबर,capital_goods,0,Hindi (Devanagari),0,True
"प्लांट मशीनरी स्पेयर पार्ट्स ₹25,000",capital_goods,0,Hindi (Devanagari),0,True
"ऑफिस एसी 2 नंबर ₹35,000",capital_goods,0,Hindi (Devanagari),0,True
"फैक्टरी टूल्स ₹12,000",capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर मॉनिटर 5 नंबर,capital_goods,0,Hindi (Devanagari),0,True
प्रिंटर कार्ट्रिज ₹1500,capital_goods,0,Hindi (Devanagari),0,True
"टाटा जेनरेटर सर्विस ₹10,000",capital_goods,0,Hindi (Devanagari),0,True
ऑफिस चेयर 10 नंबर @ ₹800,capital_goods,0,Hindi (Devanagari),0,True
"फैक्टरी मशीन रिपेयर ₹18,000",capital_goods,0,Hindi (Devanagari),0,True
"डेल डेस्कटॉप कंप्यूटर ₹45,000",capital_goods,0,Hindi (Devanagari),0,True
स्टील रैक 2 नंबर @ ₹5000,capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन ऑयल ₹3000,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस कैबिनेट ₹7000,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी सुरक्षा गियर ₹8500,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर माउस 10 नंबर @ ₹200,capital_goods,0,Hindi (Devanagari),0,True
"जेनरेटर फ्यूल टैंक ₹12,500",capital_goods,0,Hindi (Devanagari),0,True
"ऑफिस सोफा सेट ₹22,000",capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन बेल्ट ₹1500,capital_goods,0,Hindi (Devanagari),0,True
"टाटा जेनरेटर स्पेयर ₹18,500",capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर कीबोर्ड 5 नंबर @ ₹500,capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन फिल्टर ₹2500,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस एलईडी लाइट 5 नंबर @ ₹1200,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी टूल बॉक्स ₹3000,capital_goods,0,Hindi (Devanagari),0,True
जेनरेटर बैटरी ₹6500,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस बुकशेल्फ़ ₹4500,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन लुब्रिकेंट ₹2000,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर स्पीकर 2 नंबर @ ₹1500,capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन वाशर ₹1000,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस पंखा 3 नंबर @ ₹1500,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन बोल्ट ₹500,capital_goods,0,Hindi (Devanagari),0,True
जेनरेटर ऑयल टैंक ₹8000,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस कुर्सी 8 नंबर @ ₹600,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन वॉल्व ₹1200,capital_goods,0,Hindi (Devanagari),0,True
"कंप्यूटर यूपीएस ₹10,000",capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन गास्केट ₹800,capital_goods,0,Hindi (Devanagari),0,True
ऑफिस टेलीफोन ₹2500,capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन नट्स ₹300,capital_goods,0,Hindi (Devanagari),0,True
जेनरेटर एयर फिल्टर ₹1800,capital_goods,0,Hindi (Devanagari),0,True
"ऑफिस प्रिंटर ₹12,000",capital_goods,0,Hindi (Devanagari),0,True
फैक्टरी मशीन स्क्रू ₹200,capital_goods,0,Hindi (Devanagari),0,True
कंप्यूटर हेडफोन 5 नंबर @ ₹400,capital_goods,0,Hindi (Devanagari),0,True
प्लांट मशीन ओ-रिंग ₹500,capital_goods,0,Hindi (Devanagari),0,True
Lathe machine 1 piece @ 250000,capital_goods,0,Transliterated Hindi,1,True
Bosch drill machine invoice 12000,capital_goods,0,Transliterated Hindi,1,True
Office chair 4 pieces Steelcraft,capital_goods,0,Transliterated Hindi,1,True
Generator 10KVA Cummins,capital_goods,0,Transliterated Hindi,1,True
Computer table 2 pcs Wooden,capital_goods,0,Transliterated Hindi,1,True
Tata Steel machinery parts,capital_goods,0,Transliterated Hindi,1,True
Hydraulic press 1 unit 150000,capital_goods,0,Transliterated Hindi,1,True
Dell laptop for office 55000,capital_goods,0,Transliterated Hindi,1,True
Factory tool kit Bosch 5000,capital_goods,0,Transliterated Hindi,1,True
AC for office Voltas 1.5 ton,capital_goods,0,Transliterated Hindi,1,True
Welding machine 1 piece Esab,capital_goods,0,Transliterated Hindi,1,True
Office desk 3 pcs Wooden,capital_goods,0,Transliterated Hindi,1,True
Industrial fan 2 pcs Crompton,capital_goods,0,Transliterated Hindi,1,True
CNC machine 1 unit 450000,capital_goods,0,Transliterated Hindi,1,True
Printer HP LaserJet 12000,capital_goods,0,Transliterated Hindi,1,True
Tool cabinet 1 piece 8000,capital_goods,0,Transliterated Hindi,1,True
Grinding machine 1 piece Bosch,capital_goods,0,Transliterated Hindi,1,True
Office sofa set 20000,capital_goods,0,Transliterated Hindi,1,True
Air compressor 1 unit 25000,capital_goods,0,Transliterated Hindi,1,True
Plant machinery parts invoice,capital_goods,0,Transliterated Hindi,1,True
UPS for office 5KVA APC,capital_goods,0,Transliterated Hindi,1,True
Conveyor belt 10m 150/m,capital_goods,0,Transliterated Hindi,1,True
Drill bits set Bosch 2000,capital_goods,0,Transliterated Hindi,1,True
Factory crane 1 unit 300000,capital_goods,0,Transliterated Hindi,1,True
Office cabinet 2 pcs Wooden,capital_goods,0,Transliterated Hindi,1,True
Industrial heater 1 piece 15000,capital_goods,0,Transliterated Hindi,1,True
Tata Steel pipes 10m @ 500/m,capital_goods,0,Transliterated Hindi,1,True
Generator servicing 3000,capital_goods,0,Transliterated Hindi,1,True
Computer CPU Dell 25000,capital_goods,0,Transliterated Hindi,1,True
Factory trolley 3 pcs 5000,capital_goods,0,Transliterated Hindi,1,True
Welding rods 10kg Esab,capital_goods,0,Transliterated Hindi,1,True
Office table 4 pcs Wooden,capital_goods,0,Transliterated Hindi,1,True
Industrial fan 1 piece Crompton,capital_goods,0,Transliterated Hindi,1,True
Lathe machine parts 5000,capital_goods,0,Transliterated Hindi,1,True
AC servicing Voltas 2000,capital_goods,0,Transliterated Hindi,1,True
Printer cartridge HP 1500,capital_goods,0,Transliterated Hindi,1,True
Tool box 1 piece 3000,capital_goods,0,Transliterated Hindi,1,True
Grinding wheel 5 pcs Bosch,capital_goods,0,Transliterated Hindi,1,True
Office chair repair 1000,capital_goods,0,Transliterated Hindi,1,True
Air compressor parts 5000,capital_goods,0,Transliterated Hindi,1,True
Plant machinery oil 10L,capital_goods,0,Transliterated Hindi,1,True
UPS battery APC 4000,capital_goods,0,Transliterated Hindi,1,True
Conveyor belt motor 12000,capital_goods,0,Transliterated Hindi,1,True
Drill machine repair Bosch 2000,capital_goods,0,Transliterated Hindi,1,True
Factory crane rope 100m @ 50/m,capital_goods,0,Transliterated Hindi,1,True
Office cabinet lock 500,capital_goods,0,Transliterated Hindi,1,True
Industrial heater coil 3000,capital_goods,0,Transliterated Hindi,1,True
Tata Steel rods 20kg @ 200/kg,capital_goods,0,Transliterated Hindi,1,True
Generator oil 5L 1500,capital_goods,0,Transliterated Hindi,1,True
Computer RAM Dell 4000,capital_goods,0,Transliterated Hindi,1,True
"CNC machine for factory @ Rs 5,50,000",capital_goods,0,Transliterated Hindi,1,True
Godrej office furniture set,capital_goods,0,Transliterated Hindi,1,True
Generac generator invoice,capital_goods,0,Transliterated Hindi,1,True
Lenovo desktop for office use,capital_goods,0,Transliterated Hindi,1,True
Lathe machine purchase from Rajesh Tools,capital_goods,0,Transliterated Hindi,1,True
Welding equipment 2 sets,capital_goods,0,Transliterated Hindi,1,True
"Excel AC for office Rs 45,000",capital_goods,0,Transliterated Hindi,1,True
JCB spare parts invoice,capital_goods,0,Transliterated Hindi,1,True
"Bosch drill machine @ Rs 12,500",capital_goods,0,Transliterated Hindi,1,True
Steel racks for storage 5 units,capital_goods,0,Transliterated Hindi,1,True
Tata Hitachi excavator service,capital_goods,0,Transliterated Hindi,1,True
"Dell monitor for computer Rs 18,000",capital_goods,0,Transliterated Hindi,1,True
Air compressor 1 HP,capital_goods,0,Transliterated Hindi,1,True
"Office chairs 10 pcs @ Rs 2,500 each",capital_goods,0,Transliterated Hindi,1,True
Voltas AC installation,capital_goods,0,Transliterated Hindi,1,True
Hydraulic press machine invoice,capital_goods,0,Transliterated Hindi,1,True
"Samsung printer for office Rs 25,000",capital_goods,0,Transliterated Hindi,1,True
Factory conveyor belt system,capital_goods,0,Transliterated Hindi,1,True
"Office table 6 ft Rs 8,000",capital_goods,0,Transliterated Hindi,1,True
Industrial fan 3 pcs,capital_goods,0,Transliterated Hindi,1,True
LG washing machine for factory,capital_goods,0,Transliterated Hindi,1,True
Power tools from Bharat Tools,capital_goods,0,Transliterated Hindi,1,True
"UPS system for office Rs 30,000",capital_goods,0,Transliterated Hindi,1,True
Plant machinery maintenance,capital_goods,0,Transliterated Hindi,1,True
"Steel cutting saw Rs 15,000",capital_goods,0,Transliterated Hindi,1,True
"Office laptop Dell Rs 65,000",capital_goods,0,Transliterated Hindi,1,True
Generator spare parts invoice,capital_goods,0,Transliterated Hindi,1,True
"Factory safety equipment Rs 12,000",capital_goods,0,Transliterated Hindi,1,True
Office filing cabinet 2 pcs,capital_goods,0,Transliterated Hindi,1,True
CNC machine maintenance,capital_goods,0,Transliterated Hindi,1,True
"Industrial welding mask Rs 1,500",capital_goods,0,Transliterated Hindi,1,True
"Office projector Epson Rs 40,000",capital_goods,0,Transliterated Hindi,1,True
"Factory lighting setup Rs 18,000",capital_goods,0,Transliterated Hindi,1,True
Tata Steel invoice,capital_goods,0,Transliterated Hindi,1,True
Office printer toner 5 pcs,capital_goods,0,Transliterated Hindi,1,True
"Industrial grinder Rs 22,000",capital_goods,0,Transliterated Hindi,1,True
"Office sofa set Rs 35,000",capital_goods,0,Transliterated Hindi,1,True
Factory conveyor belt repair,capital_goods,0,Transliterated Hindi,1,True
"Office AC servicing Rs 3,000",capital_goods,0,Transliterated Hindi,1,True
Industrial drill bits 10 pcs,capital_goods,0,Transliterated Hindi,1,True
"Computer table Rs 6,500",capital_goods,0,Transliterated Hindi,1,True
"Factory flooring material Rs 50,000",capital_goods,0,Transliterated Hindi,1,True
